Person,Week,y,price
124.0,4.0,1.0,0.164
125.0,4.0,1.0,0.164
126.0,4.0,0.0,0.164
127.0,4.0,1.0,0.164
128.0,4.0,1.0,0.164
129.0,4.0,0.0,0.164
130.0,4.0,0.0,0.164
131.0,4.0,1.0,0.164
132.0,4.0,0.0,0.164
133.0,4.0,1.0,0.164
134.0,4.0,1.0,0.164
135.0,4.0,0.0,0.164
136.0,4.0,1.0,0.164
137.0,4.0,1.0,0.164
138.0,4.0,0.0,0.164
139.0,4.0,0.0,0.164
140.0,4.0,1.0,0.164
141.0,4.0,1.0,0.164
142.0,4.0,0.0,0.164
143.0,4.0,1.0,0.164
144.0,4.0,0.0,0.164
145.0,4.0,1.0,0.164
146.0,4.0,0.0,0.164
147.0,4.0,0.0,0.164
148.0,4.0,1.0,0.164
149.0,4.0,1.0,0.164
150.0,4.0,1.0,0.164
151.0,4.0,1.0,0.164
152.0,4.0,0.0,0.164
153.0,4.0,1.0,0.164
154.0,4.0,1.0,0.164
155.0,4.0,0.0,0.164
156.0,4.0,0.0,0.164
157.0,4.0,1.0,0.164
158.0,4.0,1.0,0.164
159.0,4.0,1.0,0.164
160.0,4.0,1.0,0.164
161.0,4.0,0.0,0.164
162.0,4.0,1.0,0.164
163.0,4.0,1.0,0.164
164.0,4.0,1.0,0.164
165.0,4.0,0.0,0.164
166.0,4.0,1.0,0.164
167.0,4.0,1.0,0.164
168.0,4.0,1.0,0.164
169.0,4.0,0.0,0.164
170.0,4.0,1.0,0.164
171.0,4.0,1.0,0.164
172.0,4.0,1.0,0.164
173.0,4.0,1.0,0.164
174.0,4.0,1.0,0.164
175.0,4.0,0.0,0.164
176.0,4.0,1.0,0.164
177.0,4.0,1.0,0.164
178.0,4.0,1.0,0.164
179.0,4.0,0.0,0.164
180.0,4.0,1.0,0.164
181.0,4.0,1.0,0.164
182.0,4.0,0.0,0.164
183.0,4.0,1.0,0.164
184.0,4.0,1.0,0.164
185.0,4.0,1.0,0.164
186.0,4.0,1.0,0.164
187.0,4.0,0.0,0.164
188.0,4.0,1.0,0.164
189.0,4.0,1.0,0.164
190.0,4.0,0.0,0.164
191.0,4.0,1.0,0.164
192.0,4.0,0.0,0.164
193.0,4.0,0.0,0.164
194.0,4.0,1.0,0.164
195.0,4.0,0.0,0.164
196.0,4.0,1.0,0.164
197.0,4.0,1.0,0.164
198.0,4.0,0.0,0.164
199.0,4.0,0.0,0.164
200.0,4.0,0.0,0.164
201.0,4.0,1.0,0.164
202.0,4.0,1.0,0.164
203.0,4.0,0.0,0.164
204.0,4.0,0.0,0.164
205.0,4.0,0.0,0.164
206.0,4.0,0.0,0.164
207.0,4.0,0.0,0.164
208.0,4.0,0.0,0.164
209.0,4.0,0.0,0.164
210.0,4.0,0.0,0.164
211.0,4.0,1.0,0.164
212.0,4.0,0.0,0.164
213.0,4.0,1.0,0.164
214.0,4.0,1.0,0.164
215.0,4.0,1.0,0.164
216.0,4.0,1.0,0.164
217.0,4.0,1.0,0.164
218.0,4.0,1.0,0.164
219.0,4.0,1.0,0.164
220.0,4.0,1.0,0.164
221.0,4.0,1.0,0.164
222.0,4.0,0.0,0.164
223.0,4.0,1.0,0.164
224.0,4.0,1.0,0.164
225.0,4.0,0.0,0.164
226.0,4.0,1.0,0.164
227.0,4.0,1.0,0.164
228.0,4.0,1.0,0.164
229.0,4.0,1.0,0.164
230.0,4.0,1.0,0.164
231.0,4.0,1.0,0.164
232.0,4.0,0.0,0.164
233.0,4.0,0.0,0.164
234.0,4.0,1.0,0.164
235.0,4.0,0.0,0.164
236.0,4.0,1.0,0.164
237.0,4.0,1.0,0.164
238.0,4.0,1.0,0.164
239.0,4.0,1.0,0.164
240.0,4.0,0.0,0.164
241.0,4.0,1.0,0.164
242.0,4.0,1.0,0.164
243.0,4.0,1.0,0.164
244.0,4.0,1.0,0.164
245.0,4.0,0.0,0.164
246.0,4.0,1.0,0.164
247.0,4.0,1.0,0.164
248.0,4.0,0.0,0.164
249.0,4.0,1.0,0.164
250.0,4.0,1.0,0.164
1.0,5.0,1.0,0.365
2.0,5.0,0.0,0.365
3.0,5.0,1.0,0.365
4.0,5.0,0.0,0.365
5.0,5.0,1.0,0.365
6.0,5.0,1.0,0.365
7.0,5.0,1.0,0.365
8.0,5.0,1.0,0.365
9.0,5.0,1.0,0.365
10.0,5.0,0.0,0.365
11.0,5.0,1.0,0.365
12.0,5.0,1.0,0.365
13.0,5.0,1.0,0.365
14.0,5.0,0.0,0.365
15.0,5.0,1.0,0.365
16.0,5.0,0.0,0.365
17.0,5.0,1.0,0.365
18.0,5.0,1.0,0.365
19.0,5.0,1.0,0.365
20.0,5.0,1.0,0.365
21.0,5.0,1.0,0.365
22.0,5.0,0.0,0.365
23.0,5.0,1.0,0.365
24.0,5.0,1.0,0.365
25.0,5.0,0.0,0.365
26.0,5.0,0.0,0.365
27.0,5.0,1.0,0.365
28.0,5.0,1.0,0.365
29.0,5.0,1.0,0.365
30.0,5.0,1.0,0.365
31.0,5.0,1.0,0.365
32.0,5.0,0.0,0.365
33.0,5.0,1.0,0.365
34.0,5.0,1.0,0.365
35.0,5.0,1.0,0.365
36.0,5.0,0.0,0.365
37.0,5.0,0.0,0.365
38.0,5.0,1.0,0.365
39.0,5.0,1.0,0.365
40.0,5.0,1.0,0.365
41.0,5.0,1.0,0.365
42.0,5.0,0.0,0.365
43.0,5.0,1.0,0.365
44.0,5.0,0.0,0.365
45.0,5.0,1.0,0.365
46.0,5.0,0.0,0.365
47.0,5.0,1.0,0.365
48.0,5.0,0.0,0.365
49.0,5.0,0.0,0.365
50.0,5.0,1.0,0.365
51.0,5.0,1.0,0.365
52.0,5.0,0.0,0.365
53.0,5.0,1.0,0.365
54.0,5.0,0.0,0.365
55.0,5.0,1.0,0.365
56.0,5.0,0.0,0.365
57.0,5.0,1.0,0.365
58.0,5.0,1.0,0.365
59.0,5.0,0.0,0.365
60.0,5.0,1.0,0.365
61.0,5.0,1.0,0.365
62.0,5.0,1.0,0.365
63.0,5.0,1.0,0.365
64.0,5.0,1.0,0.365
65.0,5.0,1.0,0.365
66.0,5.0,0.0,0.365
67.0,5.0,1.0,0.365
68.0,5.0,1.0,0.365
69.0,5.0,1.0,0.365
70.0,5.0,0.0,0.365
71.0,5.0,1.0,0.365
72.0,5.0,0.0,0.365
73.0,5.0,0.0,0.365
74.0,5.0,1.0,0.365
75.0,5.0,1.0,0.365
76.0,5.0,1.0,0.365
77.0,5.0,0.0,0.365
78.0,5.0,0.0,0.365
79.0,5.0,1.0,0.365
80.0,5.0,1.0,0.365
81.0,5.0,1.0,0.365
82.0,5.0,1.0,0.365
83.0,5.0,1.0,0.365
84.0,5.0,1.0,0.365
85.0,5.0,1.0,0.365
86.0,5.0,0.0,0.365
87.0,5.0,0.0,0.365
88.0,5.0,1.0,0.365
89.0,5.0,1.0,0.365
90.0,5.0,1.0,0.365
91.0,5.0,1.0,0.365
92.0,5.0,1.0,0.365
93.0,5.0,1.0,0.365
94.0,5.0,1.0,0.365
95.0,5.0,1.0,0.365
96.0,5.0,1.0,0.365
97.0,5.0,0.0,0.365
98.0,5.0,1.0,0.365
99.0,5.0,1.0,0.365
100.0,5.0,0.0,0.365
101.0,5.0,1.0,0.365
102.0,5.0,1.0,0.365
103.0,5.0,1.0,0.365
104.0,5.0,0.0,0.365
105.0,5.0,1.0,0.365
106.0,5.0,1.0,0.365
107.0,5.0,0.0,0.365
108.0,5.0,1.0,0.365
109.0,5.0,0.0,0.365
110.0,5.0,0.0,0.365
111.0,5.0,0.0,0.365
112.0,5.0,1.0,0.365
113.0,5.0,1.0,0.365
114.0,5.0,1.0,0.365
115.0,5.0,1.0,0.365
116.0,5.0,1.0,0.365
117.0,5.0,1.0,0.365
118.0,5.0,1.0,0.365
119.0,5.0,1.0,0.365
120.0,5.0,1.0,0.365
121.0,5.0,1.0,0.365
122.0,5.0,1.0,0.365
123.0,5.0,1.0,0.365
124.0,5.0,1.0,0.365
125.0,5.0,0.0,0.365
126.0,5.0,1.0,0.365
127.0,5.0,1.0,0.365
128.0,5.0,1.0,0.365
129.0,5.0,0.0,0.365
130.0,5.0,0.0,0.365
131.0,5.0,1.0,0.365
132.0,5.0,1.0,0.365
133.0,5.0,1.0,0.365
134.0,5.0,1.0,0.365
135.0,5.0,0.0,0.365
136.0,5.0,1.0,0.365
137.0,5.0,1.0,0.365
138.0,5.0,1.0,0.365
139.0,5.0,1.0,0.365
140.0,5.0,1.0,0.365
141.0,5.0,0.0,0.365
142.0,5.0,0.0,0.365
143.0,5.0,1.0,0.365
144.0,5.0,1.0,0.365
145.0,5.0,1.0,0.365
146.0,5.0,1.0,0.365
147.0,5.0,0.0,0.365
148.0,5.0,1.0,0.365
149.0,5.0,1.0,0.365
150.0,5.0,1.0,0.365
151.0,5.0,1.0,0.365
152.0,5.0,1.0,0.365
153.0,5.0,1.0,0.365
154.0,5.0,1.0,0.365
155.0,5.0,0.0,0.365
156.0,5.0,1.0,0.365
157.0,5.0,0.0,0.365
158.0,5.0,1.0,0.365
159.0,5.0,1.0,0.365
160.0,5.0,1.0,0.365
161.0,5.0,1.0,0.365
162.0,5.0,1.0,0.365
163.0,5.0,1.0,0.365
164.0,5.0,0.0,0.365
165.0,5.0,1.0,0.365
166.0,5.0,1.0,0.365
167.0,5.0,1.0,0.365
168.0,5.0,0.0,0.365
169.0,5.0,0.0,0.365
170.0,5.0,1.0,0.365
171.0,5.0,1.0,0.365
172.0,5.0,1.0,0.365
173.0,5.0,0.0,0.365
174.0,5.0,1.0,0.365
175.0,5.0,1.0,0.365
176.0,5.0,1.0,0.365
177.0,5.0,0.0,0.365
178.0,5.0,0.0,0.365
179.0,5.0,0.0,0.365
180.0,5.0,0.0,0.365
181.0,5.0,0.0,0.365
182.0,5.0,0.0,0.365
183.0,5.0,0.0,0.365
184.0,5.0,1.0,0.365
185.0,5.0,0.0,0.365
186.0,5.0,0.0,0.365
187.0,5.0,1.0,0.365
188.0,5.0,0.0,0.365
189.0,5.0,0.0,0.365
190.0,5.0,1.0,0.365
191.0,5.0,0.0,0.365
192.0,5.0,1.0,0.365
193.0,5.0,0.0,0.365
194.0,5.0,1.0,0.365
195.0,5.0,0.0,0.365
196.0,5.0,1.0,0.365
197.0,5.0,0.0,0.365
198.0,5.0,0.0,0.365
199.0,5.0,1.0,0.365
200.0,5.0,1.0,0.365
201.0,5.0,1.0,0.365
202.0,5.0,1.0,0.365
203.0,5.0,1.0,0.365
204.0,5.0,1.0,0.365
205.0,5.0,0.0,0.365
206.0,5.0,1.0,0.365
207.0,5.0,1.0,0.365
208.0,5.0,0.0,0.365
209.0,5.0,1.0,0.365
210.0,5.0,1.0,0.365
211.0,5.0,1.0,0.365
212.0,5.0,1.0,0.365
213.0,5.0,1.0,0.365
214.0,5.0,1.0,0.365
215.0,5.0,0.0,0.365
216.0,5.0,1.0,0.365
217.0,5.0,1.0,0.365
218.0,5.0,0.0,0.365
219.0,5.0,0.0,0.365
220.0,5.0,0.0,0.365
221.0,5.0,0.0,0.365
222.0,5.0,0.0,0.365
223.0,5.0,0.0,0.365
224.0,5.0,1.0,0.365
225.0,5.0,1.0,0.365
226.0,5.0,1.0,0.365
227.0,5.0,1.0,0.365
228.0,5.0,0.0,0.365
229.0,5.0,0.0,0.365
230.0,5.0,1.0,0.365
231.0,5.0,1.0,0.365
232.0,5.0,1.0,0.365
233.0,5.0,1.0,0.365
234.0,5.0,1.0,0.365
235.0,5.0,1.0,0.365
236.0,5.0,1.0,0.365
237.0,5.0,0.0,0.365
238.0,5.0,0.0,0.365
239.0,5.0,0.0,0.365
240.0,5.0,1.0,0.365
241.0,5.0,1.0,0.365
242.0,5.0,1.0,0.365
243.0,5.0,1.0,0.365
244.0,5.0,1.0,0.365
245.0,5.0,0.0,0.365
246.0,5.0,1.0,0.365
247.0,5.0,0.0,0.365
248.0,5.0,0.0,0.365
249.0,5.0,1.0,0.365
250.0,5.0,1.0,0.365
1.0,6.0,0.0,3.088
2.0,6.0,0.0,3.088
3.0,6.0,0.0,3.088
4.0,6.0,1.0,3.088
5.0,6.0,0.0,3.088
6.0,6.0,0.0,3.088
7.0,6.0,0.0,3.088
8.0,6.0,0.0,3.088
9.0,6.0,0.0,3.088
10.0,6.0,1.0,3.088
11.0,6.0,0.0,3.088
12.0,6.0,1.0,3.088
13.0,6.0,0.0,3.088
14.0,6.0,0.0,3.088
15.0,6.0,0.0,3.088
16.0,6.0,0.0,3.088
17.0,6.0,0.0,3.088
18.0,6.0,0.0,3.088
19.0,6.0,0.0,3.088
20.0,6.0,0.0,3.088
21.0,6.0,0.0,3.088
22.0,6.0,1.0,3.088
23.0,6.0,0.0,3.088
24.0,6.0,0.0,3.088
25.0,6.0,1.0,3.088
26.0,6.0,1.0,3.088
27.0,6.0,1.0,3.088
28.0,6.0,0.0,3.088
29.0,6.0,0.0,3.088
30.0,6.0,0.0,3.088
31.0,6.0,0.0,3.088
32.0,6.0,0.0,3.088
33.0,6.0,0.0,3.088
34.0,6.0,0.0,3.088
35.0,6.0,0.0,3.088
36.0,6.0,0.0,3.088
37.0,6.0,0.0,3.088
38.0,6.0,0.0,3.088
39.0,6.0,0.0,3.088
40.0,6.0,0.0,3.088
41.0,6.0,0.0,3.088
42.0,6.0,1.0,3.088
43.0,6.0,0.0,3.088
44.0,6.0,0.0,3.088
45.0,6.0,0.0,3.088
46.0,6.0,1.0,3.088
47.0,6.0,0.0,3.088
48.0,6.0,1.0,3.088
49.0,6.0,0.0,3.088
50.0,6.0,0.0,3.088
51.0,6.0,0.0,3.088
52.0,6.0,1.0,3.088
53.0,6.0,0.0,3.088
54.0,6.0,0.0,3.088
55.0,6.0,0.0,3.088
56.0,6.0,0.0,3.088
57.0,6.0,0.0,3.088
58.0,6.0,0.0,3.088
59.0,6.0,1.0,3.088
60.0,6.0,0.0,3.088
61.0,6.0,0.0,3.088
62.0,6.0,1.0,3.088
63.0,6.0,0.0,3.088
64.0,6.0,0.0,3.088
65.0,6.0,0.0,3.088
66.0,6.0,0.0,3.088
67.0,6.0,1.0,3.088
68.0,6.0,0.0,3.088
69.0,6.0,0.0,3.088
70.0,6.0,0.0,3.088
71.0,6.0,0.0,3.088
72.0,6.0,0.0,3.088
73.0,6.0,0.0,3.088
74.0,6.0,0.0,3.088
75.0,6.0,0.0,3.088
76.0,6.0,0.0,3.088
77.0,6.0,0.0,3.088
78.0,6.0,0.0,3.088
79.0,6.0,0.0,3.088
80.0,6.0,0.0,3.088
81.0,6.0,0.0,3.088
82.0,6.0,0.0,3.088
83.0,6.0,0.0,3.088
84.0,6.0,0.0,3.088
85.0,6.0,0.0,3.088
86.0,6.0,0.0,3.088
87.0,6.0,0.0,3.088
88.0,6.0,1.0,3.088
89.0,6.0,0.0,3.088
90.0,6.0,1.0,3.088
91.0,6.0,0.0,3.088
92.0,6.0,0.0,3.088
93.0,6.0,0.0,3.088
94.0,6.0,0.0,3.088
95.0,6.0,0.0,3.088
96.0,6.0,0.0,3.088
97.0,6.0,1.0,3.088
98.0,6.0,0.0,3.088
99.0,6.0,1.0,3.088
100.0,6.0,0.0,3.088
101.0,6.0,0.0,3.088
102.0,6.0,0.0,3.088
103.0,6.0,1.0,3.088
104.0,6.0,0.0,3.088
105.0,6.0,0.0,3.088
106.0,6.0,1.0,3.088
107.0,6.0,0.0,3.088
108.0,6.0,0.0,3.088
109.0,6.0,0.0,3.088
110.0,6.0,0.0,3.088
111.0,6.0,1.0,3.088
112.0,6.0,0.0,3.088
113.0,6.0,0.0,3.088
114.0,6.0,0.0,3.088
115.0,6.0,0.0,3.088
116.0,6.0,0.0,3.088
117.0,6.0,0.0,3.088
118.0,6.0,0.0,3.088
119.0,6.0,1.0,3.088
120.0,6.0,0.0,3.088
121.0,6.0,0.0,3.088
122.0,6.0,0.0,3.088
123.0,6.0,0.0,3.088
124.0,6.0,0.0,3.088
125.0,6.0,1.0,3.088
126.0,6.0,0.0,3.088
127.0,6.0,0.0,3.088
128.0,6.0,0.0,3.088
129.0,6.0,0.0,3.088
130.0,6.0,0.0,3.088
131.0,6.0,0.0,3.088
132.0,6.0,1.0,3.088
133.0,6.0,0.0,3.088
134.0,6.0,0.0,3.088
135.0,6.0,0.0,3.088
136.0,6.0,0.0,3.088
137.0,6.0,1.0,3.088
138.0,6.0,1.0,3.088
139.0,6.0,0.0,3.088
140.0,6.0,0.0,3.088
141.0,6.0,1.0,3.088
142.0,6.0,0.0,3.088
143.0,6.0,0.0,3.088
144.0,6.0,0.0,3.088
145.0,6.0,1.0,3.088
146.0,6.0,0.0,3.088
147.0,6.0,0.0,3.088
148.0,6.0,0.0,3.088
149.0,6.0,0.0,3.088
150.0,6.0,0.0,3.088
151.0,6.0,1.0,3.088
152.0,6.0,0.0,3.088
153.0,6.0,0.0,3.088
154.0,6.0,0.0,3.088
155.0,6.0,0.0,3.088
156.0,6.0,0.0,3.088
157.0,6.0,0.0,3.088
158.0,6.0,0.0,3.088
159.0,6.0,0.0,3.088
160.0,6.0,1.0,3.088
161.0,6.0,0.0,3.088
162.0,6.0,0.0,3.088
163.0,6.0,0.0,3.088
164.0,6.0,0.0,3.088
165.0,6.0,0.0,3.088
166.0,6.0,1.0,3.088
167.0,6.0,0.0,3.088
168.0,6.0,0.0,3.088
169.0,6.0,0.0,3.088
170.0,6.0,0.0,3.088
171.0,6.0,0.0,3.088
172.0,6.0,1.0,3.088
173.0,6.0,1.0,3.088
174.0,6.0,1.0,3.088
175.0,6.0,0.0,3.088
176.0,6.0,1.0,3.088
177.0,6.0,0.0,3.088
178.0,6.0,0.0,3.088
179.0,6.0,1.0,3.088
180.0,6.0,0.0,3.088
181.0,6.0,1.0,3.088
182.0,6.0,1.0,3.088
183.0,6.0,0.0,3.088
184.0,6.0,1.0,3.088
185.0,6.0,1.0,3.088
186.0,6.0,0.0,3.088
187.0,6.0,0.0,3.088
188.0,6.0,0.0,3.088
189.0,6.0,0.0,3.088
190.0,6.0,1.0,3.088
191.0,6.0,0.0,3.088
192.0,6.0,0.0,3.088
193.0,6.0,0.0,3.088
194.0,6.0,1.0,3.088
195.0,6.0,1.0,3.088
196.0,6.0,0.0,3.088
197.0,6.0,0.0,3.088
198.0,6.0,0.0,3.088
199.0,6.0,0.0,3.088
200.0,6.0,1.0,3.088
201.0,6.0,1.0,3.088
202.0,6.0,0.0,3.088
203.0,6.0,0.0,3.088
204.0,6.0,0.0,3.088
205.0,6.0,0.0,3.088
206.0,6.0,0.0,3.088
207.0,6.0,1.0,3.088
208.0,6.0,1.0,3.088
209.0,6.0,0.0,3.088
210.0,6.0,1.0,3.088
211.0,6.0,1.0,3.088
212.0,6.0,0.0,3.088
213.0,6.0,0.0,3.088
214.0,6.0,0.0,3.088
215.0,6.0,0.0,3.088
216.0,6.0,0.0,3.088
217.0,6.0,0.0,3.088
218.0,6.0,1.0,3.088
219.0,6.0,0.0,3.088
220.0,6.0,1.0,3.088
221.0,6.0,1.0,3.088
222.0,6.0,1.0,3.088
223.0,6.0,0.0,3.088
224.0,6.0,0.0,3.088
225.0,6.0,0.0,3.088
226.0,6.0,0.0,3.088
227.0,6.0,0.0,3.088
228.0,6.0,0.0,3.088
229.0,6.0,0.0,3.088
230.0,6.0,1.0,3.088
231.0,6.0,1.0,3.088
232.0,6.0,0.0,3.088
233.0,6.0,0.0,3.088
234.0,6.0,0.0,3.088
235.0,6.0,0.0,3.088
236.0,6.0,0.0,3.088
237.0,6.0,1.0,3.088
238.0,6.0,0.0,3.088
239.0,6.0,0.0,3.088
240.0,6.0,0.0,3.088
241.0,6.0,1.0,3.088
242.0,6.0,0.0,3.088
243.0,6.0,1.0,3.088
244.0,6.0,1.0,3.088
245.0,6.0,1.0,3.088
246.0,6.0,0.0,3.088
247.0,6.0,0.0,3.088
248.0,6.0,0.0,3.088
249.0,6.0,1.0,3.088
250.0,6.0,0.0,3.088
1.0,7.0,0.0,1.854
2.0,7.0,1.0,1.854
3.0,7.0,1.0,1.854
4.0,7.0,0.0,1.854
5.0,7.0,0.0,1.854
6.0,7.0,0.0,1.854
7.0,7.0,0.0,1.854
8.0,7.0,0.0,1.854
9.0,7.0,0.0,1.854
10.0,7.0,0.0,1.854
11.0,7.0,1.0,1.854
12.0,7.0,0.0,1.854
13.0,7.0,0.0,1.854
14.0,7.0,0.0,1.854
15.0,7.0,1.0,1.854
16.0,7.0,0.0,1.854
17.0,7.0,0.0,1.854
18.0,7.0,0.0,1.854
19.0,7.0,0.0,1.854
20.0,7.0,0.0,1.854
21.0,7.0,0.0,1.854
22.0,7.0,1.0,1.854
23.0,7.0,1.0,1.854
24.0,7.0,0.0,1.854
25.0,7.0,1.0,1.854
26.0,7.0,0.0,1.854
27.0,7.0,1.0,1.854
28.0,7.0,0.0,1.854
29.0,7.0,0.0,1.854
30.0,7.0,1.0,1.854
31.0,7.0,0.0,1.854
32.0,7.0,0.0,1.854
33.0,7.0,0.0,1.854
34.0,7.0,0.0,1.854
35.0,7.0,0.0,1.854
36.0,7.0,0.0,1.854
37.0,7.0,1.0,1.854
38.0,7.0,1.0,1.854
39.0,7.0,1.0,1.854
40.0,7.0,0.0,1.854
41.0,7.0,0.0,1.854
42.0,7.0,1.0,1.854
43.0,7.0,1.0,1.854
44.0,7.0,0.0,1.854
45.0,7.0,0.0,1.854
46.0,7.0,0.0,1.854
47.0,7.0,0.0,1.854
48.0,7.0,1.0,1.854
49.0,7.0,1.0,1.854
50.0,7.0,1.0,1.854
51.0,7.0,0.0,1.854
52.0,7.0,0.0,1.854
53.0,7.0,0.0,1.854
54.0,7.0,0.0,1.854
55.0,7.0,0.0,1.854
56.0,7.0,0.0,1.854
57.0,7.0,1.0,1.854
58.0,7.0,1.0,1.854
59.0,7.0,1.0,1.854
60.0,7.0,1.0,1.854
61.0,7.0,0.0,1.854
62.0,7.0,0.0,1.854
63.0,7.0,1.0,1.854
64.0,7.0,0.0,1.854
65.0,7.0,0.0,1.854
66.0,7.0,0.0,1.854
67.0,7.0,0.0,1.854
68.0,7.0,1.0,1.854
69.0,7.0,0.0,1.854
70.0,7.0,1.0,1.854
71.0,7.0,0.0,1.854
72.0,7.0,0.0,1.854
73.0,7.0,0.0,1.854
74.0,7.0,1.0,1.854
75.0,7.0,0.0,1.854
76.0,7.0,0.0,1.854
77.0,7.0,0.0,1.854
78.0,7.0,0.0,1.854
79.0,7.0,0.0,1.854
80.0,7.0,1.0,1.854
81.0,7.0,1.0,1.854
82.0,7.0,0.0,1.854
83.0,7.0,0.0,1.854
84.0,7.0,0.0,1.854
85.0,7.0,0.0,1.854
86.0,7.0,0.0,1.854
87.0,7.0,0.0,1.854
88.0,7.0,1.0,1.854
89.0,7.0,0.0,1.854
90.0,7.0,0.0,1.854
91.0,7.0,0.0,1.854
92.0,7.0,1.0,1.854
93.0,7.0,0.0,1.854
94.0,7.0,1.0,1.854
95.0,7.0,1.0,1.854
96.0,7.0,1.0,1.854
97.0,7.0,0.0,1.854
98.0,7.0,0.0,1.854
99.0,7.0,1.0,1.854
100.0,7.0,0.0,1.854
101.0,7.0,0.0,1.854
102.0,7.0,0.0,1.854
103.0,7.0,1.0,1.854
104.0,7.0,1.0,1.854
105.0,7.0,0.0,1.854
106.0,7.0,1.0,1.854
107.0,7.0,0.0,1.854
108.0,7.0,0.0,1.854
109.0,7.0,0.0,1.854
110.0,7.0,0.0,1.854
111.0,7.0,0.0,1.854
112.0,7.0,1.0,1.854
113.0,7.0,0.0,1.854
114.0,7.0,0.0,1.854
115.0,7.0,0.0,1.854
116.0,7.0,0.0,1.854
117.0,7.0,0.0,1.854
118.0,7.0,1.0,1.854
119.0,7.0,1.0,1.854
120.0,7.0,0.0,1.854
121.0,7.0,0.0,1.854
122.0,7.0,1.0,1.854
123.0,7.0,1.0,1.854
124.0,7.0,0.0,1.854
125.0,7.0,1.0,1.854
126.0,7.0,1.0,1.854
127.0,7.0,0.0,1.854
128.0,7.0,0.0,1.854
129.0,7.0,1.0,1.854
130.0,7.0,0.0,1.854
131.0,7.0,1.0,1.854
132.0,7.0,0.0,1.854
133.0,7.0,0.0,1.854
134.0,7.0,0.0,1.854
135.0,7.0,0.0,1.854
136.0,7.0,0.0,1.854
137.0,7.0,0.0,1.854
138.0,7.0,1.0,1.854
139.0,7.0,0.0,1.854
140.0,7.0,0.0,1.854
141.0,7.0,0.0,1.854
142.0,7.0,0.0,1.854
143.0,7.0,0.0,1.854
144.0,7.0,0.0,1.854
145.0,7.0,0.0,1.854
146.0,7.0,0.0,1.854
147.0,7.0,1.0,1.854
148.0,7.0,1.0,1.854
149.0,7.0,1.0,1.854
150.0,7.0,1.0,1.854
151.0,7.0,0.0,1.854
152.0,7.0,0.0,1.854
153.0,7.0,0.0,1.854
154.0,7.0,0.0,1.854
155.0,7.0,1.0,1.854
156.0,7.0,0.0,1.854
157.0,7.0,0.0,1.854
158.0,7.0,1.0,1.854
159.0,7.0,1.0,1.854
160.0,7.0,0.0,1.854
161.0,7.0,0.0,1.854
162.0,7.0,0.0,1.854
163.0,7.0,1.0,1.854
164.0,7.0,0.0,1.854
165.0,7.0,0.0,1.854
166.0,7.0,0.0,1.854
167.0,7.0,0.0,1.854
168.0,7.0,0.0,1.854
169.0,7.0,1.0,1.854
170.0,7.0,1.0,1.854
171.0,7.0,1.0,1.854
172.0,7.0,1.0,1.854
173.0,7.0,1.0,1.854
174.0,7.0,1.0,1.854
175.0,7.0,0.0,1.854
176.0,7.0,1.0,1.854
177.0,7.0,0.0,1.854
178.0,7.0,0.0,1.854
179.0,7.0,0.0,1.854
180.0,7.0,1.0,1.854
181.0,7.0,0.0,1.854
182.0,7.0,0.0,1.854
183.0,7.0,0.0,1.854
184.0,7.0,1.0,1.854
185.0,7.0,0.0,1.854
186.0,7.0,0.0,1.854
187.0,7.0,1.0,1.854
188.0,7.0,0.0,1.854
189.0,7.0,0.0,1.854
190.0,7.0,0.0,1.854
191.0,7.0,0.0,1.854
192.0,7.0,0.0,1.854
193.0,7.0,1.0,1.854
194.0,7.0,0.0,1.854
195.0,7.0,0.0,1.854
196.0,7.0,1.0,1.854
197.0,7.0,1.0,1.854
198.0,7.0,0.0,1.854
199.0,7.0,0.0,1.854
200.0,7.0,0.0,1.854
201.0,7.0,0.0,1.854
202.0,7.0,1.0,1.854
203.0,7.0,1.0,1.854
204.0,7.0,1.0,1.854
205.0,7.0,1.0,1.854
206.0,7.0,0.0,1.854
207.0,7.0,1.0,1.854
208.0,7.0,1.0,1.854
209.0,7.0,0.0,1.854
210.0,7.0,0.0,1.854
211.0,7.0,0.0,1.854
212.0,7.0,0.0,1.854
213.0,7.0,0.0,1.854
214.0,7.0,0.0,1.854
215.0,7.0,0.0,1.854
216.0,7.0,0.0,1.854
217.0,7.0,0.0,1.854
218.0,7.0,1.0,1.854
219.0,7.0,0.0,1.854
220.0,7.0,1.0,1.854
221.0,7.0,1.0,1.854
222.0,7.0,1.0,1.854
223.0,7.0,0.0,1.854
224.0,7.0,0.0,1.854
225.0,7.0,1.0,1.854
226.0,7.0,1.0,1.854
227.0,7.0,0.0,1.854
228.0,7.0,1.0,1.854
229.0,7.0,0.0,1.854
230.0,7.0,0.0,1.854
231.0,7.0,1.0,1.854
232.0,7.0,0.0,1.854
233.0,7.0,0.0,1.854
234.0,7.0,1.0,1.854
235.0,7.0,0.0,1.854
236.0,7.0,1.0,1.854
237.0,7.0,0.0,1.854
238.0,7.0,1.0,1.854
239.0,7.0,0.0,1.854
240.0,7.0,1.0,1.854
241.0,7.0,0.0,1.854
242.0,7.0,1.0,1.854
243.0,7.0,1.0,1.854
244.0,7.0,0.0,1.854
245.0,7.0,0.0,1.854
246.0,7.0,1.0,1.854
247.0,7.0,1.0,1.854
